No,card,credit1,credit2,work,age,sex,90days,14days,CP
222,A,700000,300000,2,45,1,0,117810,1
223,A,500000,500000,4,41,1,3345,142353,1
224,A,800000,800000,7,46,1,71320,17577,1
225,A,1000000,1000000,12,59,1,33897,18076,1
226,A,800000,800000,4,67,1,1881,42540,1
227,A,500000,500000,1,62,0,31163,15570,1
228,A,1000000,1000000,2,47,0,123207,158668,1
229,A,800000,300000,8,86,0,12561,8009,1
230,A,600000,600000,2,61,1,0,23022,1
231,A,1200000,1200000,2,52,1,66959,48309,1
232,A,800000,800000,10,61,1,58806,23616,1
233,A,1300000,1300000,2,54,0,302646,39294,1
234,A,1300000,1100000,2,65,0,129000,33030,1
235,A,1200000,700000,2,47,1,124219,2873,1
236,A,800000,300000,4,51,1,47061,12771,1
237,A,1100000,1100000,5,55,1,280860,71812,1
238,A,800000,800000,2,44,0,8526,173176,1
239,A,800000,800000,2,43,1,73930,9464,1
240,A,800000,800000,1,48,0,30533,68400,1
241,A,700000,500000,8,78,1,10004,12815,1
242,A,700000,300000,7,48,1,16335,2232,1
243,R,800000,800000,2,49,1,20932,12870,1
244,A,1000000,300000,7,44,1,96682,62460,1
245,A,800000,300000,7,44,1,42905,18045,1
246,A,1300000,1300000,4,73,1,60922,35171,1
247,A,600000,600000,5,42,1,17874,4652,1
248,A,800000,800000,5,44,1,9183,11173,1
249,A,200000,200000,2,42,1,212861,25046,1
250,A,700000,700000,7,61,1,18565,1782,1
251,A,600000,300000,7,48,1,16612,7456,1
252,A,700000,700000,2,54,1,19953,30503,1
253,A,800000,800000,2,45,1,34500,29880,1
254,A,800000,300000,4,59,1,54551,43973,1
255,A,1300000,1300000,2,60,1,15867,9756,1
256,A,1200000,1200000,2,49,0,265976,51570,1
257,A,1000000,1000000,2,51,0,5218,23415,1
258,A,500000,500000,2,61,0,31870,60570,1
259,A,800000,800000,2,46,0,0,14940,1
260,A,800000,800000,10,46,0,101035,7020,1
261,A,800000,800000,2,56,1,0,1998,1
262,A,800000,800000,2,50,0,2033,42313,1
263,A,1300000,1300000,2,49,0,0,15457,1
264,A,1700000,1700000,4,75,1,195715,1922,1
265,A,800000,800000,1,51,0,36535,26743,1
266,A,1200000,300000,8,79,1,85951,15440,1
267,A,800000,800000,2,58,0,52302,13001,1
268,A,800000,800000,5,66,0,81620,1808,1
269,A,1300000,1300000,10,62,1,6068,3564,1
270,A,800000,300000,8,64,1,7425,7070,1
271,A,700000,700000,2,50,1,29978,8401,1
272,R,1100000,1100000,5,72,1,33509,3458,1
273,A,1000000,300000,4,72,1,285889,60512,1
274,A,1000000,300000,7,39,1,31050,90180,1
275,A,1100000,800000,2,41,1,2775,43560,1
276,A,400000,400000,4,49,1,62777,3521,1
277,A,1200000,1200000,4,42,1,66046,11022,1
278,A,700000,300000,4,53,1,1036,33012,1
279,A,700000,300000,4,50,1,19286,27638,1
280,A,800000,800000,2,45,1,51377,43380,1
281,A,1200000,700000,2,39,1,32086,8766,1
282,A,800000,800000,1,73,1,25320,778,1
283,A,800000,800000,10,37,0,0,67410,1
284,A,1100000,1100000,4,46,1,324352,48388,1
285,A,800000,800000,11,40,1,3691,7237,1
286,A,1200000,1200000,4,46,1,17013,20337,1
287,A,500000,300000,7,52,1,50594,20570,1
288,A,700000,700000,2,48,1,10085,4934,1
289,A,1800000,1500000,2,55,1,92194,86509,1
290,A,1300000,300000,7,47,1,239603,5310,1
291,A,800000,800000,4,72,1,28202,5308,1
292,A,800000,800000,2,45,1,11672,2970,1
293,A,800000,800000,1,59,0,14333,111139,1
294,B,1200000,1200000,2,53,1,77638,69211,1
295,A,600000,300000,7,43,1,38050,38700,1
296,A,800000,800000,2,44,1,16335,37710,1
297,A,600000,600000,2,57,1,8742,7652,1
298,A,700000,700000,13,49,1,317,32598,1
299,A,800000,800000,2,47,1,0,8035,1
300,A,700000,600000,2,56,1,8826,49095,1
301,A,800000,300000,4,43,1,43865,49568,1
302,A,700000,700000,13,68,1,6622,121860,1
303,A,1300000,1200000,4,43,1,50931,50107,1
304,A,1000000,1000000,2,46,0,44949,12092,1
305,A,1300000,1300000,7,58,1,194899,2871,1
306,A,1100000,1000000,5,54,1,67403,50310,1
307,A,1300000,1100000,7,41,1,27506,12565,1
308,A,1800000,1800000,2,43,1,40095,87670,1
309,A,700000,300000,7,41,1,19623,639,1
310,A,1200000,300000,7,44,1,38298,18405,1
311,A,1300000,1300000,1,75,1,2520,34092,1
312,A,1300000,800000,8,72,0,61440,5021,1
313,A,800000,800000,4,46,1,24501,46540,1
314,A,1300000,1300000,2,42,1,39024,18504,1
315,A,1300000,1000000,5,45,1,7653,5184,1
316,A,1300000,1300000,8,73,1,173340,57183,1
317,A,500000,500000,8,83,1,58102,58179,1
318,A,1300000,300000,4,71,1,7416,27847,1
319,A,800000,300000,7,55,1,0,27583,1
320,A,500000,500000,2,42,1,23288,7119,1
321,A,800000,500000,2,64,1,6255,9674,1
322,A,700000,700000,8,73,1,6216,3177,1
323,A,800000,800000,8,76,1,58895,7548,1
324,A,1300000,1300000,1,52,0,157001,72765,1
325,A,1300000,500000,5,65,1,36219,10818,1
326,A,600000,600000,4,45,1,7800,9770,1
327,A,1300000,1300000,2,48,1,1870,51953,1
328,R,600000,600000,5,57,0,43223,47648,1
329,A,800000,800000,2,76,1,16629,12960,1
330,A,1300000,1300000,2,42,1,0,26820,1
331,A,800000,300000,4,56,1,60654,58500,1
332,A,800000,800000,2,68,0,143093,28011,1
333,A,700000,700000,2,50,1,23295,6030,1
334,A,800000,800000,2,55,0,79043,15732,1
335,A,1000000,400000,4,55,1,45853,5040,1
336,A,1300000,300000,8,80,1,107479,8649,1
337,A,800000,800000,2,50,1,22201,5778,1
338,A,1300000,1300000,2,51,1,16372,23940,1
339,A,800000,800000,8,69,1,7055,4911,1
340,A,800000,800000,2,54,1,5685,5263,1
341,A,1300000,1300000,2,53,0,11619,28814,1
342,A,800000,800000,4,85,1,0,3254,1
343,A,600000,600000,8,78,1,3230,22405,1
344,A,800000,800000,2,41,1,22928,11023,1
345,A,800000,300000,7,52,1,45123,1773,1
346,A,1000000,1000000,2,55,1,14067,9275,1
347,A,800000,800000,2,62,1,6187,37120,1
348,A,800000,300000,2,64,1,22340,15999,1
349,A,1000000,1000000,2,69,0,35109,35640,1
350,A,800000,800000,1,75,0,26876,16533,1
351,A,1200000,1200000,4,46,1,10052,21060,1
352,A,700000,700000,2,54,1,10257,32958,1
353,A,150000,150000,2,40,1,25686,5625,1
354,A,700000,300000,2,39,1,0,5805,1
355,A,1300000,300000,4,71,1,119335,10702,1
356,A,1500000,1500000,2,43,0,25927,69516,1
357,A,1300000,300000,4,66,1,41930,21780,1
358,A,600000,600000,2,39,1,33936,17577,1
359,A,300000,300000,3,43,0,72554,6653,1
360,A,800000,800000,2,59,0,23090,118335,1
361,A,700000,700000,2,36,0,8019,16056,1
362,A,600000,600000,2,65,1,735,38660,1
363,A,800000,800000,2,47,1,58030,30780,1
364,A,1200000,1200000,2,45,0,7842,99,1
365,A,800000,300000,7,43,1,0,38779,1
366,A,1300000,1300000,7,74,0,52873,4482,1
367,A,800000,800000,2,42,1,2062,34650,1
368,A,800000,300000,7,43,1,38227,47956,1
369,A,800000,300000,4,56,1,0,17514,1
370,A,800000,800000,2,42,0,90223,59956,1
371,A,800000,800000,2,38,1,21855,15930,1
372,A,800000,800000,2,37,1,4546,18315,1
373,A,800000,800000,4,45,1,215122,15137,1
374,A,800000,800000,2,50,1,8803,11286,1
375,A,800000,300000,7,64,1,0,43560,1
376,A,600000,600000,2,41,1,72761,38610,1
377,A,500000,300000,4,42,1,18034,17797,1
378,A,1800000,300000,7,57,1,86270,30588,1
379,A,1800000,1800000,2,57,1,169968,126290,1
380,A,500000,300000,8,82,1,8724,5324,1
381,A,800000,800000,4,46,1,32324,17564,1
382,A,800000,300000,4,58,1,7021,7390,1
383,A,1000000,1000000,3,50,1,82815,104040,1
384,A,1000000,300000,7,42,1,31980,14220,1
385,A,1300000,1300000,2,40,1,32753,57232,1
386,A,800000,800000,4,78,1,88110,23169,1
387,A,800000,800000,11,68,0,34136,16960,1
388,A,800000,800000,11,51,1,13715,1390,1
389,A,1300000,1300000,2,72,0,13662,24048,1
390,A,600000,600000,2,53,0,7971,81511,1
391,A,1300000,300000,7,67,1,24862,27167,1
392,A,1300000,1300000,2,56,0,13429,19800,1
393,A,800000,800000,2,42,1,2868,26037,1
394,A,800000,800000,2,48,0,8271,44244,1
395,A,1300000,1300000,2,59,1,51325,71370,1
396,A,700000,300000,7,50,1,288620,8514,1
397,A,800000,800000,2,58,1,15771,7889,1
398,A,1300000,1300000,2,46,0,29062,62460,1
399,A,1300000,600000,4,48,1,24722,31860,1
400,A,800000,800000,7,72,0,0,5681,1
401,R,800000,800000,3,49,1,20837,14850,1
402,A,600000,600000,2,83,1,27879,0,1
403,A,800000,800000,2,39,0,156843,8027,1
404,A,1300000,1300000,2,48,0,14220,6521,1
405,A,800000,300000,11,55,1,220770,46665,1
406,A,1800000,300000,4,54,1,10915,3834,1
407,A,800000,800000,8,86,1,117767,38987,1
408,A,800000,800000,2,66,1,21649,33183,1
409,A,800000,800000,2,38,1,20000,34650,1
410,A,800000,300000,7,51,1,12765,84070,1
411,A,600000,600000,13,57,1,16193,82962,1
412,A,800000,800000,2,44,1,1121,18144,1
413,A,1200000,1200000,7,53,1,137050,19595,1
414,A,700000,700000,2,61,1,91002,5134,1
415,A,700000,700000,7,59,1,1843,103313,1
416,A,600000,300000,7,45,1,10021,25299,1
417,A,600000,300000,7,68,1,15469,2065,1
418,A,1100000,500000,4,51,1,19520,9190,1
419,A,300000,300000,2,42,1,0,43452,1
420,A,800000,800000,2,56,1,58744,43560,1
421,A,800000,800000,2,54,1,26548,73526,1
422,A,800000,800000,2,52,1,17765,88200,1
423,A,1300000,1300000,4,51,1,118584,42151,1
424,A,1500000,1000000,5,47,1,113966,43448,1
425,A,1300000,1300000,2,52,1,133708,6561,1
426,A,700000,300000,7,47,1,0,30195,1
427,A,1000000,1000000,2,38,1,88022,47937,1
428,R,1300000,1300000,2,50,1,119311,136763,1
429,A,700000,500000,2,53,1,53371,13513,1
430,R,1800000,1800000,2,39,1,66940,4473,1
431,A,1100000,300000,7,65,1,219017,30762,1
432,A,800000,300000,4,51,1,20908,7209,1
433,A,1800000,1800000,3,34,1,139074,155,1
434,A,1200000,1200000,2,38,1,69367,9497,1
435,A,800000,800000,2,33,1,28645,3267,1
436,A,400000,300000,6,20,1,32641,5525,1
437,A,500000,500000,2,32,1,32896,3143,1
438,A,800000,800000,1,66,0,64940,80765,1
439,A,400000,300000,2,21,1,3126,2942,1
440,A,800000,800000,7,61,1,22845,15726,1
441,B,500000,500000,2,28,0,6472,10567,1
442,A,1300000,1200000,2,36,1,85155,9372,1
443,A,700000,700000,3,24,1,0,4787,1
444,A,700000,300000,2,27,1,32688,4976,1
445,A,600000,600000,2,51,0,2062,16920,1
446,A,1100000,1100000,4,67,1,112747,5592,1
447,A,900000,900000,2,48,1,89780,6005,1
448,A,800000,600000,7,64,1,11603,834,1
449,A,800000,800000,3,39,0,6264,12636,1
450,A,700000,300000,7,51,1,48821,31459,1
451,A,1200000,1200000,5,41,1,215196,130482,1
452,A,800000,800000,2,49,1,110960,3168,1
453,A,800000,800000,5,67,1,25241,36297,1
454,A,800000,800000,2,48,0,19800,33255,1
455,A,1300000,1300000,2,61,0,184929,8695,1
456,A,800000,800000,2,46,0,25023,535,1
457,A,700000,700000,2,41,1,29170,61470,1
458,A,800000,800000,12,59,1,13062,15597,1
459,A,200000,200000,10,55,0,136079,19034,1
460,A,800000,800000,4,57,1,0,30978,1
461,A,700000,700000,8,88,0,5955,4500,1
462,A,800000,800000,2,55,0,3545,46827,1
463,A,800000,800000,1,53,1,3000,49590,1
464,A,600000,600000,2,54,1,65126,941,1
465,A,700000,500000,12,60,1,6910,17613,1
466,A,1300000,300000,7,49,1,36586,25741,1
467,A,700000,200000,8,80,1,20678,3222,1
468,A,800000,800000,3,63,0,13875,37576,1
469,A,800000,300000,5,44,1,11831,180000,1
470,A,800000,800000,2,47,0,32291,71469,1
471,A,1300000,1300000,2,53,1,10552,4437,1
472,A,800000,800000,2,62,0,1533,13193,1
473,A,800000,800000,2,38,1,102685,3899,1
474,B,1000000,1000000,2,58,0,217402,28260,1
475,A,1200000,1200000,2,49,1,217319,50490,1
476,A,1300000,1300000,1,63,1,59280,136710,1
477,A,800000,800000,1,77,1,0,120562,1
478,A,800000,800000,1,62,1,102798,41769,1
479,A,800000,800000,2,48,0,539117,23850,1
480,A,800000,800000,8,78,1,47941,8091,1
481,A,1300000,1300000,2,52,1,5724,3519,1
482,A,1100000,300000,7,50,1,222326,23670,1
483,A,1000000,1000000,3,58,0,1931,36848,1
484,A,800000,400000,4,66,1,9245,2043,1
485,A,800000,800000,2,35,1,51420,13535,1
486,A,1300000,300000,7,57,1,154830,34932,1
487,A,600000,600000,2,34,1,17132,12960,1
488,A,800000,800000,2,50,0,663,74340,1
489,A,800000,300000,7,61,1,0,8010,1
490,A,800000,800000,5,61,1,20112,124115,1
491,A,1200000,700000,2,55,1,95222,43560,1
492,B,1000000,1000000,3,45,1,19486,132967,1
493,A,1200000,1200000,2,37,1,128101,17789,1
494,A,800000,800000,4,46,1,0,17532,1
495,A,700000,700000,2,42,1,7277,23310,1
496,B,500000,500000,4,64,1,132,119790,1
497,A,700000,300000,4,48,1,14268,9426,1
498,A,1200000,1200000,2,37,1,8567,4001,1
499,A,800000,800000,4,72,1,0,6743,1
500,A,1300000,300000,2,53,1,233645,61380,1
501,A,1300000,1300000,2,45,0,14355,112950,1
502,A,500000,300000,7,39,1,15870,57510,1
503,A,800000,800000,2,34,1,26334,4482,1
504,A,800000,800000,2,39,0,19588,23058,1
505,A,800000,300000,7,46,1,17425,16196,1
506,A,200000,200000,7,38,1,48363,2938,1
507,A,1300000,1300000,2,37,1,59761,161480,1
508,A,600000,600000,2,45,0,220153,154915,1
509,A,800000,800000,4,37,1,3986,20741,1
510,A,1000000,1000000,2,38,1,142243,19938,1
511,A,1700000,1700000,2,47,1,48000,58005,1
512,A,1100000,1100000,4,52,1,23920,8010,1
513,A,600000,300000,4,55,1,6061,171855,1
514,A,1300000,1300000,8,77,1,38057,25861,1
515,A,800000,800000,4,53,1,17287,31576,1
516,A,700000,700000,5,78,0,95665,27685,1
517,A,1100000,300000,4,59,1,304316,42111,1
518,A,800000,800000,4,69,1,24386,26610,1
519,A,500000,500000,2,46,1,72986,11880,1
520,A,700000,700000,4,53,1,5948,8109,1
521,A,800000,800000,2,42,1,15405,70571,1
522,A,800000,800000,12,74,1,12112,3310,1
523,A,800000,800000,2,58,0,43447,21411,1
524,A,1300000,1300000,1,61,0,0,53550,1
525,A,1200000,1200000,2,37,0,32956,1026,1
526,A,1300000,1300000,2,62,0,68106,1473,1
527,A,800000,800000,2,50,1,6072,31077,1
528,A,1300000,800000,8,71,1,63617,122856,1
529,A,1200000,900000,7,58,1,228851,12810,1
530,A,1100000,1100000,2,64,1,1245,29223,1
531,A,600000,600000,2,36,1,321508,27309,1
532,A,1000000,800000,8,81,1,16778,1854,1
533,A,1000000,300000,13,47,1,130414,187468,1
534,A,1000000,1000000,3,44,0,7776,42837,1
535,A,500000,300000,7,49,1,24424,28655,1
536,A,1500000,1500000,2,59,0,385588,40212,1
537,A,1800000,1800000,2,47,1,206320,22040,1
538,A,800000,800000,3,52,1,32746,43650,1
539,A,1000000,900000,12,52,1,42564,24769,1
540,A,1300000,1300000,2,49,1,23978,29394,1
541,A,1200000,800000,2,46,1,83200,1151,1
542,A,800000,800000,3,54,0,0,24048,1
543,A,1300000,300000,4,47,1,53243,44910,1
544,A,600000,600000,8,73,1,1330,4900,1
545,A,800000,800000,2,41,1,75769,30764,1
546,A,1000000,300000,2,35,1,19619,42165,1
547,A,800000,800000,2,52,1,33290,26504,1
548,A,1300000,1300000,2,42,1,97853,29403,1
549,A,800000,300000,7,55,1,21000,55962,1
550,A,800000,600000,2,39,1,8352,12827,1
551,B,1300000,1300000,2,49,1,46682,35640,1
552,A,1100000,1100000,2,37,1,28278,6261,1
553,B,800000,300000,4,63,1,52428,2215,1
554,A,800000,300000,2,56,1,29796,21105,1
555,A,800000,800000,3,56,1,12246,42579,1
556,B,600000,600000,12,41,1,71400,26730,1
557,A,800000,800000,2,38,1,12255,42651,1
558,A,800000,800000,4,68,1,65610,41454,1
559,R,1200000,1200000,2,46,1,131645,52844,1
560,A,800000,800000,2,60,0,324141,33563,1
561,A,200000,200000,8,83,1,0,972,1
562,A,800000,800000,1,70,0,10414,3800,1
563,A,1300000,1300000,2,54,1,101820,15543,1
564,A,700000,700000,7,47,1,4285,14346,1
565,A,1100000,1100000,4,78,1,53349,1926,1
566,A,800000,800000,2,60,1,3094,25380,1
567,A,800000,800000,5,57,0,0,11584,1
568,A,700000,700000,2,43,1,0,17622,1
