No,card,credit1,credit2,work,age,sex,90days,14days,CP
191,A,1000000,300000,7,64,1,4180,11970,1
192,A,700000,700000,4,77,1,85030,62447,1
193,A,500000,500000,4,53,1,34621,4741,1
194,A,600000,600000,5,49,0,5178,42176,1
195,A,700000,700000,2,46,0,0,127800,1
196,A,1000000,1000000,2,41,0,0,30384,1
197,A,1000000,1000000,4,43,1,4703,18100,1
198,A,1000000,1000000,8,77,0,1901,4248,1
199,A,600000,300000,4,44,1,66310,4941,1
200,A,1000000,1000000,2,47,0,0,54540,1
201,A,700000,700000,4,67,1,3302,11200,1
202,A,1000000,1000000,2,48,1,27682,25650,1
203,A,1000000,300000,7,60,1,381,4140,1
204,A,200000,200000,7,43,1,82678,42570,1
205,A,400000,400000,7,45,1,5016,9847,1
206,A,1000000,300000,7,46,1,159660,180000,1
207,A,1000000,300000,4,45,1,118123,44000,1
208,A,1000000,1000000,2,53,1,112411,35859,1
209,A,600000,600000,5,53,1,150260,58682,1
210,A,700000,700000,2,43,0,23000,51480,1
211,A,1000000,1000000,2,48,1,68675,29944,1
212,A,1000000,1000000,2,52,1,0,64350,1
213,A,1000000,1000000,2,64,1,924,3186,1
214,A,700000,300000,4,42,1,0,30444,1
215,A,700000,700000,2,52,1,16570,13311,1
216,A,1000000,1000000,2,44,1,105320,153900,1
217,A,1000000,1000000,2,44,1,0,11750,1
218,A,600000,300000,11,52,1,117431,17811,1
219,A,1000000,300000,7,55,1,13481,36027,1
220,A,700000,700000,2,43,0,19751,14346,1
221,A,1000000,1000000,3,49,1,77240,44468,1
222,A,400000,400000,5,47,1,10515,51363,1
223,A,1000000,300000,12,68,1,95189,8910,1
224,A,1000000,1000000,4,58,1,42012,12087,1
225,A,600000,300000,8,77,1,22819,3240,1
226,A,700000,300000,8,69,1,0,16211,1
227,A,1000000,1000000,2,50,0,192264,3191,1
228,A,1000000,1000000,1,66,1,7900,21753,1
229,A,1000000,1000000,2,59,1,24322,40680,1
230,A,1000000,1000000,2,48,0,,81963,1
231,A,1000000,300000,7,43,1,180762,6126,1
232,A,700000,300000,7,49,1,50315,32564,1
233,A,400000,400000,1,59,1,20237,125887,1
234,A,1000000,1000000,2,58,1,21092,11209,1
235,A,700000,300000,6,45,1,14022,3098,1
236,A,700000,700000,2,55,1,67978,126315,1
237,A,1000000,1000000,2,64,1,113151,66220,1
238,A,1000000,300000,13,53,1,0,4311,1
239,A,1000000,1000000,2,53,0,0,27795,1
240,A,1000000,1000000,2,53,1,12436,23697,1
241,A,1000000,1000000,7,64,1,93700,30282,1
242,A,1000000,1000000,2,47,0,15191,28710,1
243,A,1000000,1000000,8,69,1,96718,2061,1
244,A,1000000,1000000,2,43,1,50935,13832,1
245,A,700000,700000,1,48,0,0,74736,1
246,A,1000000,1000000,2,47,0,0,44046,1
247,A,600000,600000,2,63,1,14129,55289,1
248,A,1000000,1000000,11,59,0,75232,18078,1
249,A,600000,600000,2,43,1,37725,82006,1
250,A,1000000,300000,7,55,1,97081,13740,1
251,A,1000000,1000000,2,53,1,2884,39492,1
252,A,1000000,1000000,2,53,1,41618,45187,1
253,A,1000000,1000000,2,51,1,25473,40239,1
254,A,1000000,1000000,2,48,1,34810,33399,1
255,A,600000,600000,2,46,1,0,20484,1
256,A,500000,300000,7,41,1,31905,31770,1
257,A,1000000,500000,7,70,1,1600,20986,1
258,A,1000000,1000000,2,44,1,0,56988,1
259,A,1000000,300000,7,45,1,12455,15818,1
260,A,1000000,1000000,2,43,1,338699,83880,1
261,A,700000,300000,4,49,1,8276,5028,1
262,A,1000000,1000000,2,56,1,86257,6030,1
263,A,1000000,1000000,2,52,1,31905,1662,1
264,A,1000000,1000000,2,55,1,56951,62370,1
265,A,1000000,1000000,2,45,0,,35532,1
266,A,1000000,300000,7,51,1,19158,12346,1
267,A,1000000,1000000,2,44,0,164240,180000,1
268,A,1000000,1000000,2,44,1,3297,31690,1
269,A,1000000,1000000,2,55,1,5539,112362,1
270,A,1000000,1000000,2,51,1,1888,18810,1
271,A,600000,600000,2,47,1,21130,160380,1
272,A,1000000,1000000,4,51,1,9979,35928,1
273,A,500000,300000,8,84,1,5880,70969,1
274,A,600000,600000,11,77,1,8550,5400,1
275,A,1000000,1000000,2,58,1,45277,150570,1
276,A,1000000,1000000,3,64,1,28518,2033,1
277,A,700000,700000,2,44,1,43063,35693,1
278,A,1000000,1000000,7,67,1,4807,18900,1
279,A,1000000,300000,4,56,1,3725,18715,1
280,A,700000,700000,8,83,1,26178,28116,1
281,A,700000,700000,8,81,1,6629,9306,1
282,A,400000,300000,8,80,1,39024,1008,1
283,A,1000000,1000000,8,86,0,48809,19437,1
284,A,1000000,1000000,8,73,0,5691,33750,1
285,A,700000,300000,8,79,1,43342,3473,1
286,A,1000000,1000000,1,66,0,9662,40482,1
287,A,1000000,1000000,4,76,1,106521,14593,1
288,A,1000000,1000000,10,54,0,26371,10543,1
289,A,1000000,300000,7,50,1,0,22860,1
290,A,600000,600000,4,73,1,33951,12840,1
291,A,700000,700000,2,49,0,10374,27515,1
292,A,1000000,300000,8,68,1,147365,7091,1
293,A,1000000,1000000,2,55,1,19307,10341,1
294,A,1000000,1000000,2,48,0,153340,70785,1
295,A,1500000,1500000,2,47,0,104,5382,1
296,A,1000000,1000000,2,49,1,18810,68310,1
297,A,700000,700000,5,55,1,4940,58575,1
298,A,500000,500000,2,46,1,0,9990,1
299,A,1000000,1000000,2,49,0,18210,7470,1
300,B,600000,300000,7,44,1,9576,49745,1
301,A,1000000,1000000,1,55,0,33483,55710,1
302,A,700000,700000,1,71,0,77015,68078,1
303,A,700000,700000,2,43,1,941,41721,1
304,A,700000,700000,2,57,0,2907,15930,1
305,B,700000,700000,1,42,0,40674,9873,1
306,A,1000000,500000,5,52,1,104705,389,1
307,A,1000000,300000,4,47,1,680,26805,1
308,A,1000000,1000000,2,55,1,23403,17262,1
309,A,600000,600000,7,54,1,23317,14940,1
310,A,1000000,1000000,2,50,1,75775,30231,1
311,A,1000000,1000000,2,40,1,13633,10501,1
312,A,1000000,1000000,3,53,1,12246,55035,1
313,A,700000,300000,8,75,1,9790,4523,1
314,A,600000,600000,2,77,1,94122,9611,1
315,A,700000,700000,8,74,1,32971,4095,1
316,A,1000000,1000000,2,55,1,38769,180000,1
317,A,1000000,300000,7,54,1,27216,9001,1
318,A,1000000,1000000,2,51,1,230045,366773,1
319,A,1000000,300000,11,51,1,53085,32859,1
320,A,600000,300000,7,50,1,79707,60480,1
321,A,1000000,1000000,8,62,0,1520,2664,1
322,A,1000000,1000000,8,66,1,6924,59760,1
323,A,1000000,300000,8,66,1,19244,2025,1
324,A,700000,300000,8,64,0,18329,50120,1
325,A,1000000,300000,8,77,1,90914,9089,1
326,A,1000000,1000000,2,59,0,111950,285,1
327,A,1000000,1000000,4,70,1,7078,734,1
328,A,1000000,1000000,10,39,0,100811,181988,1
329,A,1000000,1000000,1,63,1,7404,45540,1
330,A,1000000,1000000,2,53,0,343432,9341,1
331,A,1000000,1000000,2,59,0,15755,7403,1
332,A,1000000,1000000,2,62,0,36520,12648,1
333,A,1000000,900000,8,68,0,9239,5498,1
334,A,1000000,1000000,2,50,1,32566,42773,1
335,A,700000,300000,7,57,1,47600,62937,1
336,A,1000000,1000000,3,48,1,0,123840,1
337,A,1000000,300000,7,48,1,85562,8806,1
338,A,700000,700000,2,44,1,39907,731,1
339,A,1000000,1000000,2,50,0,4480,298870,1
340,A,1000000,300000,7,49,1,1235,16760,1
341,A,1000000,1000000,4,65,1,4389,176121,1
342,A,600000,300000,13,44,1,0,17860,1
343,A,1000000,300000,7,71,1,16805,24365,1
344,A,600000,300000,7,43,1,19903,17257,1
345,A,1000000,1000000,2,40,1,2090,32445,1
346,A,600000,600000,4,46,1,37928,11996,1
347,A,1000000,1000000,4,40,1,1796,28232,1
348,A,1000000,300000,8,74,1,0,4455,1
349,A,700000,700000,2,54,1,5889,19131,1
350,A,1000000,1000000,4,55,1,99083,18900,1
351,A,1000000,1000000,2,40,1,0,55890,1
352,A,1000000,1000000,4,66,1,1736,248,1
353,A,1000000,1000000,2,78,0,5998,22642,1
354,A,1000000,1000000,2,59,0,0,11880,1
355,A,1000000,1000000,8,86,0,125284,5616,1
356,A,500000,400000,8,82,1,33041,42602,1
357,A,400000,400000,8,90,0,17549,29882,1
358,A,1000000,300000,7,46,1,0,86130,1
359,A,1000000,1000000,2,47,1,613,47610,1
360,A,700000,700000,2,51,0,102416,27810,1
361,A,1000000,1000000,3,40,0,1416,11880,1
362,A,600000,300000,4,52,1,0,25632,1
363,A,1000000,1000000,5,72,1,4874,2529,1
364,A,300000,0,2,51,1,14952,73245,1
365,A,1000000,1000000,2,49,1,11215,7623,1
366,A,1000000,1000000,4,54,1,26371,125631,1
367,A,1000000,300000,7,54,1,12532,9720,1
368,A,1000000,900000,4,69,1,28826,23097,1
369,A,600000,300000,4,62,1,44072,11468,1
370,A,600000,600000,4,79,1,74656,15656,1
371,A,1000000,1000000,2,44,0,0,41670,1
372,A,1000000,1000000,2,56,0,5225,17338,1
373,A,1000000,1000000,2,55,0,18099,4955,1
374,A,1000000,1000000,7,68,1,6000,10152,1
375,A,1000000,1000000,2,41,1,230398,24754,1
376,A,700000,700000,4,40,1,889,19080,1
377,A,1000000,1000000,2,48,1,2041,14192,1
378,A,1000000,1000000,2,40,1,128771,19060,1
379,A,1000000,1000000,4,51,1,19454,5589,1
380,A,1000000,300000,7,59,1,65880,17217,1
381,A,500000,300000,7,42,1,8930,12810,1
382,A,700000,300000,7,50,1,12750,12402,1
383,A,600000,300000,4,38,1,26944,23038,1
384,A,700000,300000,7,46,1,20422,16380,1
385,A,1000000,700000,2,69,1,0,13455,1
386,A,1000000,1000000,2,41,0,25080,105624,1
387,A,1000000,1000000,2,56,1,58081,14030,1
388,A,700000,700000,8,89,1,27017,2528,1
389,A,1000000,1000000,4,55,1,60179,42522,1
390,A,600000,600000,4,75,1,33085,3284,1
391,B,600000,600000,2,46,1,166608,225269,1
392,A,1000000,1000000,2,40,1,31198,14204,1
393,A,1000000,300000,7,53,1,,80628,1
394,A,1200000,300000,2,63,1,106404,16830,1
395,A,1000000,1000000,8,82,0,70708,1287,1
396,A,700000,700000,2,43,1,4798,9900,1
397,A,1000000,1000000,2,54,1,46290,19089,1
398,A,1000000,1000000,2,50,0,323255,77394,1
399,A,1000000,1000000,13,60,1,4298,47965,1
400,A,1000000,1000000,2,43,1,18402,13959,1
401,A,700000,700000,2,55,0,88409,29448,1
402,A,600000,300000,7,41,1,31576,62073,1
403,B,700000,700000,2,38,1,39223,98505,1
404,A,600000,400000,2,46,1,2299,66564,1
405,A,1000000,300000,7,67,1,29341,6230,1
406,A,1000000,1000000,7,39,1,9298,25079,1
407,A,1000000,1000000,8,75,1,20324,4494,1
408,A,700000,300000,4,63,1,0,12375,1
409,A,700000,300000,7,63,1,33855,1976,1
410,R,1000000,1000000,7,67,1,49713,5562,1
411,A,1000000,1000000,7,53,1,0,21852,1
412,A,1000000,300000,7,65,1,0,20682,1
413,A,700000,300000,7,45,1,8121,29539,1
414,A,1000000,1000000,2,57,1,134137,31011,1
415,A,500000,500000,2,42,1,666149,221812,1
416,A,1000000,1000000,4,53,1,19516,17820,1
417,A,1000000,1000000,2,45,1,85662,3555,1
418,A,400000,300000,7,43,1,334300,68400,1
419,A,1000000,1000000,2,55,1,24401,132724,1
420,A,600000,600000,2,40,0,0,3135,1
421,A,600000,600000,5,46,1,45990,40581,1
422,A,700000,700000,2,54,1,7685,2543,1
423,A,1000000,1000000,2,42,1,469533,126388,1
424,A,700000,700000,2,51,1,28681,55827,1
425,A,600000,300000,7,56,1,58673,20088,1
426,A,1000000,1000000,3,37,1,20477,315,1
427,A,1000000,1000000,3,42,0,18000,42660,1
428,A,1000000,300000,8,75,1,2730,14289,1
429,A,1000000,1000000,2,46,1,4056,24275,1
430,R,1000000,300000,4,42,1,49199,60111,1
431,A,1000000,1000000,4,43,1,62660,46599,1
432,R,1000000,700000,2,41,1,13285,10025,1
433,A,1000000,900000,2,38,1,176340,8307,1
434,A,1000000,800000,7,47,1,16976,2623,1
435,A,1000000,1000000,4,44,1,1188,49590,1
436,A,1000000,1000000,2,46,0,734643,11970,1
437,A,1000000,300000,4,66,1,11461,2961,1
438,A,700000,700000,3,48,1,82001,15544,1
439,A,1000000,1000000,1,71,1,598443,243368,1
440,A,700000,700000,8,74,0,6375,18009,1
441,B,1000000,1000000,2,52,1,216620,30690,1
442,A,600000,600000,2,44,1,0,14382,1
443,A,1000000,1000000,5,70,1,10655,644,1
444,A,1000000,1000000,2,43,0,105049,5306,1
445,A,1000000,1000000,2,44,0,565,52619,1
446,A,1000000,1000000,2,42,1,1546,360,1
447,A,700000,300000,7,57,1,110703,7443,1
448,A,1000000,300000,7,68,1,28022,125927,1
449,A,1000000,300000,7,43,1,51894,15872,1
450,A,600000,600000,5,51,1,1639,57510,1
451,B,700000,700000,4,47,1,2176,29571,1
452,A,1500000,1500000,1,54,1,22427,6633,1
453,A,1000000,1000000,3,45,1,0,22770,1
454,A,1000000,1000000,4,49,1,197057,153095,1
455,A,1000000,1000000,7,59,1,0,55277,1
456,A,1500000,1500000,2,53,0,524,41991,1
457,A,1000000,1000000,2,63,1,0,21369,1
458,A,1000000,1000000,2,63,1,56980,21369,1
459,A,1000000,1000000,2,53,1,46284,9833,1
460,A,1000000,1000000,2,52,0,191129,51734,1
461,A,1000000,1000000,2,65,0,27285,18905,1
462,A,1000000,1000000,2,48,1,0,88953,1
463,A,1000000,1000000,2,49,0,23869,18450,1
464,A,1000000,1000000,10,69,0,6891,6590,1
465,A,1000000,1000000,4,46,1,5938,17019,1
466,A,600000,300000,4,83,1,3467,9307,1
467,A,1100000,1100000,4,69,1,14600,6992,1
468,A,1000000,1000000,2,61,0,445448,17253,1
469,A,1000000,1000000,4,67,1,10551,16830,1
470,A,1000000,1000000,8,73,0,20727,29005,1
471,A,1000000,1000000,3,42,0,7109,25209,1
472,A,1000000,1000000,2,60,0,2169,27810,1
473,A,1000000,1000000,2,61,1,41368,47891,1
474,A,1000000,1000000,4,73,1,23900,4262,1
475,A,1000000,300000,4,62,1,1693,15732,1
476,A,1000000,1000000,1,63,1,0,18099,1
477,A,700000,300000,7,69,1,25989,27101,1
478,A,700000,700000,2,62,1,22848,114041,1
479,A,1000000,300000,4,77,1,8484,12790,1
480,A,1000000,1000000,2,41,1,0,73267,1
481,A,1000000,1000000,2,49,1,34948,4998,1
482,A,700000,700000,2,44,1,144642,84543,1
483,A,1000000,1000000,5,71,0,36801,48510,1
484,A,600000,600000,2,41,0,94622,6239,1
485,A,1500000,1500000,1,50,1,26617,157162,1
486,A,1000000,1000000,2,52,0,25060,71991,1
487,A,1000000,1000000,2,52,0,0,71991,1
488,A,1000000,1000000,2,49,1,10128,89100,1
489,A,200000,200000,2,51,1,252045,46176,1
490,A,1000000,1000000,2,45,1,110059,40387,1
491,A,500000,500000,7,44,1,62831,1276,1
492,A,700000,300000,4,47,1,15692,58761,1
493,A,1000000,1000000,4,44,1,0,86418,1
494,A,700000,300000,7,57,1,0,21819,1
495,A,200000,200000,7,46,1,61757,42838,1
496,A,1000000,1000000,10,49,1,5229,88620,1
497,A,1000000,1000000,2,49,1,92103,156510,1
498,A,1000000,1000000,2,40,1,0,31680,1
499,A,500000,300000,7,40,1,87192,38260,1
500,A,1000000,1000000,2,42,1,220960,67977,1
501,A,1000000,1000000,2,44,0,75683,21726,1
502,A,1000000,300000,4,38,1,7376,47520,1
503,A,600000,600000,2,44,1,26490,13959,1
504,A,600000,600000,5,36,1,2700,108000,1
505,A,600000,600000,2,43,1,38091,66528,1
506,A,700000,300000,4,49,1,147365,109980,1
507,A,200000,200000,2,36,1,198264,18812,1
508,A,600000,600000,4,81,1,1861,17523,1
509,A,1000000,1000000,2,42,1,22712,122417,1
510,A,1000000,1000000,3,46,1,5510,64899,1
511,A,1000000,1000000,3,66,1,8709,35442,1
512,A,1000000,1000000,4,46,1,38457,108702,1
513,A,700000,300000,7,47,1,224646,13023,1
514,A,600000,600000,2,39,1,84349,20187,1
515,A,1500000,300000,7,50,1,0,65521,1
516,A,1000000,1000000,2,46,1,4860,14940,1
517,A,1000000,1000000,2,51,1,13767,48249,1
518,A,1000000,300000,4,57,1,1386,11228,1
519,A,1000000,1000000,4,40,1,3826,52407,1
520,A,700000,300000,12,59,1,106348,166803,1
521,A,1000000,300000,4,56,1,30183,17223,1
522,A,700000,700000,8,79,1,332199,3041,1
523,A,700000,700000,2,40,1,4789,13700,1
524,A,600000,600000,4,44,1,29940,21060,1
525,A,700000,700000,2,43,1,57635,27828,1
526,A,400000,400000,2,49,1,188611,90260,1
527,A,1000000,300000,4,50,1,574,32310,1
528,A,1000000,300000,7,46,1,2822,1520,1
529,A,1000000,1000000,2,38,1,0,5031,1
530,A,1000000,1000000,2,42,1,19163,19602,1
531,A,1000000,1000000,4,57,1,4579,17779,1
532,A,1000000,900000,5,61,1,43677,53487,1
533,A,1000000,600000,2,56,1,56247,16673,1
534,A,1000000,1000000,2,58,1,276454,54883,1
535,A,1000000,1000000,2,56,1,33881,42521,1
536,A,1000000,1000000,1,70,0,27434,6371,1
537,A,600000,300000,8,84,1,0,918,1
538,A,1000000,300000,4,59,1,17621,83605,1
539,A,700000,700000,2,47,0,175645,53460,1
540,A,600000,600000,4,79,1,16446,19594,1
541,A,1000000,1000000,8,75,0,1586,6985,1
542,B,700000,700000,7,51,1,8782,31516,1
543,A,600000,600000,13,49,1,3151,7930,1
544,A,700000,700000,2,39,1,60106,15345,1
545,A,1000000,500000,7,51,1,51918,0,1
546,A,1000000,1000000,2,51,1,17082,60471,1
547,B,700000,700000,2,43,1,4545,72192,1
548,A,1000000,300000,8,70,1,3384,2304,1
549,A,700000,600000,7,63,1,0,98176,1
550,A,1000000,1000000,2,40,1,477699,42887,1
551,A,1000000,300000,8,78,1,399,24994,1
552,A,600000,600000,7,70,1,15168,11079,1
553,A,700000,300000,7,45,1,0,180000,1
554,A,700000,300000,4,78,1,23942,692,1
555,A,1000000,300000,7,65,1,11997,33687,1
556,A,1000000,1000000,2,49,0,23422,11880,1
557,A,1500000,1500000,4,58,1,38312,10575,1
558,A,1000000,1000000,2,48,0,44043,59490,1
559,A,1000000,1000000,2,51,1,5121,14805,1
560,A,1000000,1000000,2,59,1,198015,21456,1
