No,card,credit1,credit2,work,age,sex,90days,14days,CP
203,R,1000000,1000000,2,64,1,63967,9900,1
204,R,700000,700000,8,80,1,91038,21570,1
205,R,1000000,1000000,4,65,1,1735,46620,1
206,R,1000000,800000,5,51,1,4180,62272,1
207,R,600000,600000,4,57,1,5627,7224,1
208,R,600000,600000,1,71,1,196826,3906,1
209,R,1000000,1000000,4,64,1,125790,80860,1
210,B,1000000,1000000,2,51,1,65292,50585,1
211,R,700000,700000,3,70,1,71593,9629,1
212,R,1000000,900000,3,48,1,29307,20385,1
213,R,1000000,300000,7,57,1,24989,10184,1
214,R,700000,700000,13,47,0,8047,30830,1
215,R,1000000,300000,11,64,0,2543,4738,1
216,R,600000,600000,2,43,1,17933,37422,1
217,R,500000,500000,7,58,1,395216,22324,1
218,R,700000,300000,8,66,1,24967,0,1
219,R,600000,600000,2,50,1,763881,190344,1
220,R,600000,600000,2,43,1,2179,180000,1
221,R,1000000,1000000,2,56,1,7199,5706,1
222,R,700000,300000,2,51,1,215577,17613,1
223,R,1000000,1000000,4,54,1,,90090,1
224,R,300000,300000,1,52,1,,21474,1
225,R,1500000,1500000,5,65,1,95459,7743,1
226,A,1000000,1000000,2,52,1,136804,1025,1
227,R,500000,500000,13,69,1,63627,0,1
228,B,1000000,1000000,2,46,1,13536,22680,1
229,R,1000000,1000000,2,46,1,26265,4442,1
230,R,1000000,1000000,5,60,1,67012,41382,1
231,R,1000000,1000000,2,60,0,30619,24395,1
232,R,1000000,1000000,2,50,1,51550,12960,1
233,R,1000000,1000000,3,57,1,12412,22291,1
234,A,700000,300000,4,54,1,193851,56205,1
235,A,500000,300000,4,58,1,58372,6029,1
236,A,500000,300000,4,58,1,,6029,1
237,R,1000000,1000000,2,63,0,147635,53037,1
238,R,200000,0,4,50,1,,22862,1
239,R,1000000,1000000,4,68,1,31187,34670,1
240,R,500000,300000,7,51,1,14665,33156,1
241,R,1000000,1000000,13,64,1,113850,10980,1
242,R,1000000,1000000,2,46,1,88486,31374,1
243,R,1000000,1000000,2,49,1,2704,1836,1
244,R,1000000,1000000,4,49,1,348352,69510,1
245,R,600000,600000,4,44,1,8107,28727,1
246,R,600000,300000,1,40,1,2575,7020,1
247,R,1000000,500000,12,46,1,18080,15182,1
248,R,1000000,1000000,2,56,0,30964,20265,1
249,A,1500000,1500000,2,46,1,165570,6303,1
250,R,1200000,1200000,8,78,1,25054,3835,1
251,B,1000000,300000,7,48,1,42172,59385,1
252,R,700000,700000,2,43,1,23814,8205,1
253,R,1000000,300000,7,70,1,,34114,1
254,R,1000000,1000000,4,53,1,9288,20633,1
255,R,700000,700000,2,49,1,38188,371,1
256,R,400000,400000,2,44,1,655,17910,1
257,R,1000000,1000000,2,51,1,2979,24345,1
258,R,1000000,300000,7,55,1,176590,63765,1
259,R,1000000,300000,7,51,1,72755,12961,1
260,R,300000,300000,7,54,1,119314,10215,1
261,R,1000000,1000000,2,39,1,71524,26644,1
262,R,600000,300000,5,57,1,80343,11583,1
263,R,1000000,1000000,2,53,0,523977,24696,1
264,R,500000,500000,7,48,1,941,48603,1
265,R,1000000,300000,7,49,1,2123,3247,1
266,R,1000000,1000000,2,43,0,33065,1477,1
267,R,700000,700000,2,58,1,615424,1934,1
268,R,1000000,1000000,4,51,1,11455,12614,1
269,R,1000000,1000000,3,51,1,65799,5364,1
270,R,700000,700000,2,43,1,98484,29690,1
271,R,1000000,1000000,2,44,1,23581,7821,1
272,R,1000000,1000000,2,51,1,3175,48466,1
273,R,700000,700000,8,86,1,6641,13783,1
274,R,1000000,1000000,8,90,0,5484,1598,1
275,R,1000000,600000,8,85,1,1146,7250,1
276,R,1000000,1000000,2,60,1,163229,34094,1
277,R,700000,700000,5,59,1,45268,2708,1
278,R,700000,300000,8,79,1,56427,20648,1
279,R,1000000,1000000,2,53,0,24498,28081,1
280,R,1000000,300000,11,56,1,53802,3289,1
281,A,1000000,1000000,13,52,1,,19539,1
282,A,500000,300000,11,91,0,3191,2981,1
283,R,700000,300000,8,79,1,34578,10915,1
284,R,600000,600000,5,82,1,10450,50580,1
285,R,1000000,1000000,7,76,1,0,8352,1
286,R,1000000,1000000,4,72,1,0,3285,1
287,R,1000000,300000,4,57,1,3500,6930,1
288,R,700000,700000,5,66,0,31900,9655,1
289,R,1000000,1000000,3,53,0,80031,16364,1
290,R,1000000,1000000,2,60,1,59128,11752,1
291,R,600000,600000,5,55,0,3,3492,1
292,R,1000000,1000000,2,60,0,38601,26258,1
293,R,1000000,1000000,2,52,1,29052,79596,1
294,R,1000000,1000000,2,44,0,124517,12118,1
295,R,600000,300000,7,49,1,,34201,1
296,R,600000,600000,11,83,0,8152,5430,1
297,A,700000,600000,8,72,1,49445,27321,1
298,R,1000000,1000000,2,52,1,40797,5130,1
299,R,1500000,1500000,2,54,0,16188,127800,1
300,R,1000000,1000000,4,50,1,66752,115357,1
301,R,1200000,1200000,2,54,0,76027,85571,1
302,R,1000000,1000000,2,46,1,34439,52326,1
303,R,1000000,1000000,2,62,1,1352,4833,1
304,R,1000000,1000000,2,47,0,14027,16605,1
305,R,1000000,1000000,2,63,0,30816,10809,1
306,R,1000000,1000000,2,60,0,48843,5510,1
307,R,700000,300000,4,58,1,2972,1188,1
308,R,1000000,1000000,2,58,1,17933,3174,1
309,R,1000000,1000000,2,47,1,11200,1273,1
310,R,1000000,1000000,2,48,0,49139,8855,1
311,R,1000000,1000000,3,65,1,76655,17052,1
312,R,1000000,1000000,7,60,1,20120,7173,1
313,R,1000000,500000,8,69,1,11217,904,1
314,A,1000000,300000,8,76,1,1357,3369,1
315,R,700000,300000,8,70,1,,18096,1
316,R,1000000,1000000,8,78,0,941,9986,1
317,R,1000000,1000000,2,43,1,69606,53833,1
318,R,1500000,300000,4,59,1,,34146,1
319,R,1000000,1000000,8,72,1,14667,3975,1
320,R,1500000,1500000,2,56,0,218762,132169,1
321,R,400000,400000,4,56,1,169458,52470,1
322,R,1000000,1000000,2,46,1,222399,25380,1
323,R,500000,300000,7,48,1,131854,111335,1
324,R,700000,700000,2,41,1,73980,9405,1
325,R,1000000,1000000,2,60,1,62424,6741,1
326,R,1000000,1000000,2,54,1,4820,117,1
327,R,1000000,1000000,2,59,0,23472,0,1
328,R,1000000,1000000,2,55,1,72537,1089,1
329,R,1000000,300000,7,63,1,19198,16215,1
330,R,1000000,1000000,2,54,0,80193,10201,1
331,R,1000000,1000000,1,58,0,276,6318,1
332,R,1000000,1000000,13,53,1,153665,89055,1
333,R,1000000,1000000,2,56,1,10577,22885,1
334,R,1000000,700000,7,59,1,267795,30083,1
335,R,600000,500000,8,79,0,25499,8109,1
336,R,1000000,1000000,2,46,0,32110,1161,1
337,R,1000000,1000000,8,66,0,25033,998,1
338,R,1000000,1000000,7,67,0,20627,180000,1
339,R,1000000,1000000,2,47,0,103465,68250,1
340,R,1000000,1000000,1,63,0,16026,3685,1
341,R,1000000,1000000,2,62,0,22446,1539,1
342,R,300000,0,2,44,0,86350,43585,1
343,R,1000000,1000000,2,61,0,0,9405,1
344,R,700000,700000,4,71,1,313583,135760,1
345,R,1000000,1000000,2,45,1,35482,62964,1
346,R,1000000,1000000,2,39,1,77448,10980,1
347,R,1000000,1000000,4,48,1,216749,16484,1
348,R,600000,600000,2,51,1,102960,36567,1
349,R,500000,300000,7,54,1,44822,17843,1
350,R,1000000,1000000,2,65,1,2700,24282,1
351,A,1000000,1000000,2,48,1,434850,40392,1
352,R,700000,700000,2,45,1,136824,139896,1
353,R,1000000,1000000,3,51,1,25559,36463,1
354,R,1000000,1000000,4,58,1,131156,12664,1
355,A,200000,200000,2,56,1,366723,26995,1
356,R,1100000,1100000,7,54,1,41853,23355,1
357,R,1000000,1000000,4,52,1,516035,66451,1
358,R,1000000,300000,2,39,1,5431,57015,1
359,R,1000000,1000000,2,46,1,60142,18304,1
360,R,600000,300000,4,45,1,5979,14871,1
361,R,1000000,1000000,8,66,1,7264,13580,1
362,A,1000000,1000000,4,77,1,46756,15079,1
363,R,700000,700000,2,48,0,11440,32562,1
364,R,1500000,1500000,2,62,0,749,57510,1
365,R,700000,700000,5,66,0,186137,13455,1
366,R,1500000,300000,7,56,1,49165,42623,1
367,R,1000000,1000000,2,50,0,1193971,116809,1
368,R,1000000,1000000,2,67,1,65652,40085,1
369,R,600000,300000,4,48,1,27034,53619,1
370,R,1000000,300000,4,65,1,30060,2907,1
371,R,600000,300000,4,52,1,156458,12960,1
372,R,600000,300000,4,57,1,105227,18123,1
373,R,1000000,1000000,3,70,1,28425,0,1
374,R,1000000,300000,4,69,1,5017,24210,1
375,R,1000000,1000000,1,77,0,43499,14422,1
376,R,1000000,300000,8,76,1,131996,22990,1
377,R,1000000,500000,2,47,1,63443,14256,1
378,R,700000,700000,2,52,1,1000,16886,1
379,R,300000,300000,8,85,1,12973,814,1
380,B,600000,600000,13,58,1,17986,16462,1
381,R,1000000,1000000,2,60,1,360610,171023,1
382,R,1000000,1000000,2,42,0,27748,10254,1
383,R,1000000,1000000,1,56,1,303230,4423,1
384,R,1000000,300000,4,74,1,66476,2352,1
385,R,1000000,300000,4,50,1,51208,58431,1
386,R,1500000,1000000,7,59,1,16633,55575,1
387,R,600000,600000,1,66,0,5605,30977,1
388,R,1000000,1000000,5,64,0,223284,56816,1
389,R,1000000,1000000,2,55,1,48074,10677,1
390,R,1000000,1000000,2,48,0,21201,1791,1
391,R,700000,300000,11,48,1,,15897,1
392,R,400000,400000,2,44,1,321279,10205,1
393,R,400000,400000,5,45,1,168146,46699,1
394,R,1000000,300000,7,42,1,28529,41936,1
395,R,1000000,300000,7,52,1,20015,19165,1
396,A,1000000,1000000,1,58,0,34162,10664,1
397,B,200000,200000,2,45,1,135042,0,1
398,R,1000000,1000000,2,40,1,49320,31185,1
399,R,1000000,800000,5,61,1,101475,25348,1
400,R,1000000,1000000,4,57,1,58685,15363,1
401,R,700000,700000,2,40,1,796958,10980,1
402,R,1000000,1000000,4,60,1,19857,15283,1
403,R,1000000,1000000,2,64,0,51842,816,1
404,B,700000,700000,8,87,0,63398,14631,1
405,R,1000000,1000000,11,70,0,31986,8003,1
406,R,700000,700000,5,69,1,,9720,1
407,R,1000000,1000000,4,65,1,5379,2734,1
408,R,1000000,1000000,2,52,0,960,109485,1
409,R,500000,500000,2,41,1,38511,40064,1
410,B,600000,600000,4,37,1,106245,57308,1
411,R,1000000,1000000,2,38,1,1061,6713,1
412,R,700000,300000,5,41,1,136052,65835,1
413,R,1000000,1000000,2,59,1,23642,58137,1
414,R,500000,300000,7,78,1,15032,19422,1
415,R,1000000,300000,4,72,1,28215,76230,1
416,R,1000000,1000000,2,57,1,1478,2664,1
417,R,1000000,1000000,2,40,1,5769,4808,1
418,R,700000,700000,2,40,0,48009,68310,1
419,R,1500000,1500000,2,48,1,73410,11291,1
420,R,500000,500000,1,43,1,3825,13752,1
421,R,700000,300000,7,53,1,56849,35730,1
422,R,1000000,1000000,2,64,1,6750,23103,1
423,R,500000,500000,7,45,1,42164,56520,1
424,R,1000000,1000000,2,40,1,89073,23997,1
425,A,600000,300000,7,47,1,128046,37903,1
426,R,700000,700000,13,52,1,8321,55954,1
427,R,300000,300000,2,45,0,63536,177705,1
428,R,700000,300000,8,41,0,34144,12960,1
429,A,500000,500000,3,42,1,21721,42418,1
430,R,500000,500000,2,42,1,98223,75476,1
431,R,700000,500000,2,60,1,22159,1600,1
432,R,1000000,700000,7,44,1,24315,12317,1
433,R,700000,700000,3,42,1,10941,148646,1
434,R,700000,700000,2,61,1,15376,16524,1
435,R,1000000,1000000,2,58,1,36769,90252,1
436,R,1000000,1000000,2,48,1,124389,20385,1
437,R,700000,300000,7,55,1,46955,70749,1
438,R,1000000,1000000,1,45,1,0,78705,1
439,R,1000000,1000000,2,51,1,169459,85932,1
440,R,1000000,1000000,1,53,0,25704,121001,1
441,R,1000000,1000000,2,40,0,37734,159390,1
442,R,1000000,1000000,2,40,0,129515,5338,1
443,R,1000000,1000000,4,59,1,197354,75071,1
444,R,1000000,1000000,8,79,0,10533,9485,1
445,R,1000000,1000000,2,61,0,41029,10386,1
446,R,1000000,300000,4,72,1,49620,12510,1
447,R,1000000,1000000,2,61,0,37204,77097,1
448,R,1000000,1000000,2,50,0,74270,41261,1
449,R,1000000,1000000,2,52,0,2763,101615,1
450,R,700000,700000,2,50,0,52029,20466,1
451,R,1000000,1000000,4,45,1,37478,8841,1
452,R,1000000,1000000,2,47,1,87986,38538,1
453,A,1000000,300000,7,52,1,141883,76079,1
454,R,1000000,1000000,2,56,0,9999,5472,1
455,R,1000000,1000000,3,50,0,103358,12807,1
456,R,700000,300000,5,71,1,28947,28800,1
457,R,1000000,300000,5,57,1,35903,29223,1
458,R,1500000,1500000,2,57,1,0,30510,1
459,R,1000000,1000000,7,69,1,9772,4153,1
460,R,1000000,1000000,1,59,1,36928,65352,1
461,R,1000000,1000000,7,72,1,78693,5593,1
462,R,1000000,1000000,2,45,1,72328,179100,1
463,R,1000000,1000000,1,59,0,,29510,1
464,R,1000000,1000000,2,48,0,23913,2223,1
465,R,400000,400000,2,59,1,,0,1
466,R,1500000,1000000,3,58,1,8547,2502,1
467,B,1000000,1000000,4,60,1,0,25938,1
468,R,1000000,1000000,2,56,1,9825,3885,1
469,R,1000000,1000000,2,46,1,19723,20311,1
470,R,1000000,1000000,2,50,0,63506,40030,1
471,R,1500000,300000,4,63,1,,10811,1
472,R,1000000,1000000,3,45,1,81969,10049,1
473,R,1000000,1000000,4,57,1,126148,19329,1
474,R,1000000,1000000,4,40,1,23089,40201,1
475,R,1000000,800000,4,60,1,176458,14091,1
476,R,1000000,1000000,2,42,0,3696,17777,1
477,R,1500000,1500000,2,53,0,12227,441,1
478,R,1000000,1000000,3,45,0,930,18000,1
479,R,1000000,1000000,1,49,0,6223,14742,1
480,R,1000000,500000,7,63,1,8341,6986,1
481,B,1000000,1000000,2,46,0,0,13023,1
482,R,1000000,1000000,2,62,0,4314,113490,1
483,R,700000,700000,2,48,0,34080,105044,1
484,R,1000000,1000000,2,45,0,22970,48888,1
485,R,1000000,1000000,2,57,1,58564,37894,1
486,R,1000000,600000,7,57,1,16720,1599,1
487,R,1000000,1000000,2,57,1,33639,8379,1
488,R,1000000,1000000,4,47,1,3417,22950,1
489,R,1000000,300000,2,40,1,35091,7703,1
490,R,700000,700000,8,82,1,10562,0,1
491,R,700000,300000,8,73,1,135795,6722,1
492,R,500000,500000,8,73,1,,1179,1
493,R,1000000,1000000,2,50,0,13881,513,1
494,R,1000000,1000000,10,57,0,359849,35394,1
495,R,1000000,1000000,2,52,0,110011,41962,1
496,R,1000000,1000000,2,45,0,40026,42611,1
497,R,700000,300000,7,70,1,60429,156947,1
498,R,1000000,1000000,2,56,1,40405,5488,1
499,R,1000000,1000000,4,70,1,57316,16757,1
500,R,500000,500000,4,46,1,24037,11475,1
501,R,700000,700000,2,44,1,0,77140,1
502,R,600000,600000,2,39,1,11273,49320,1
503,R,1000000,300000,4,73,1,282435,3026,1
504,R,1000000,1000000,2,57,1,239354,57758,1
505,R,600000,600000,2,43,1,10498,27117,1
506,R,600000,600000,2,55,1,89251,18593,1
507,R,1000000,300000,2,41,1,26326,26801,1
508,R,700000,700000,2,38,0,76194,14570,1
509,R,1000000,1000000,4,39,1,24000,18104,1
510,R,1000000,300000,7,51,1,48887,82409,1
511,R,1000000,1000000,4,64,1,16932,38511,1
512,R,1000000,1000000,3,56,1,9222,175230,1
513,R,1000000,1000000,2,38,1,130196,7020,1
514,R,1000000,1000000,2,44,1,15734,22455,1
515,R,1000000,800000,2,48,1,2991,39294,1
516,R,1000000,1000000,2,38,1,32872,8155,1
517,R,1000000,1000000,4,44,1,2000,63269,1
518,R,500000,500000,5,40,1,106676,67320,1
519,A,1000000,1000000,8,66,0,2561,13482,1
520,R,1000000,1000000,7,72,1,476,2441,1
521,A,1000000,1000000,3,52,1,375583,3550,1
522,R,700000,700000,2,38,1,41823,58689,1
523,R,1000000,1000000,3,42,1,112853,11609,1
524,R,300000,300000,4,53,1,16313,2555,1
525,R,1000000,300000,7,64,1,,44730,1
526,R,400000,400000,8,82,1,97468,178119,1
527,R,1000000,1000000,2,45,0,31442,51316,1
528,R,500000,300000,7,42,1,18828,16812,1
529,R,700000,700000,2,44,1,6965,25335,1
530,R,1000000,300000,4,65,1,314276,180000,1
531,R,1000000,1000000,2,47,1,31779,27117,1
532,B,1000000,1000000,3,44,1,591368,79913,1
533,R,1000000,300000,4,48,1,6323,11129,1
534,R,1000000,1000000,4,48,0,36645,38629,1
535,R,1000000,1000000,2,55,0,15675,57070,1
536,R,1000000,300000,4,72,1,0,7372,1
537,R,700000,700000,4,57,1,47448,116726,1
538,R,1000000,1000000,2,51,1,9689,3059,1
539,R,1000000,1000000,2,56,1,,83160,1
540,R,1000000,1000000,1,49,1,18288,46620,1
541,R,400000,400000,13,41,1,100980,1141,1
542,R,400000,400000,2,38,1,57160,14286,1
543,R,700000,300000,12,42,1,13528,14940,1
544,R,700000,700000,2,47,1,10560,18495,1
545,R,1000000,1000000,4,69,1,17782,1245,1
546,A,1000000,300000,4,45,1,88893,4150,1
547,R,500000,500000,12,50,1,19502,11646,1
548,R,1000000,300000,7,41,1,165405,40767,1
549,R,1100000,400000,7,40,1,15229,15683,1
550,R,1000000,1000000,2,40,1,4378,3654,1
551,R,1000000,1000000,2,45,0,57469,150975,1
552,R,1000000,1000000,2,50,0,24788,102648,1
553,R,700000,700000,8,78,0,5985,1275,1
554,B,600000,600000,1,45,0,111396,128700,1
555,R,1000000,1000000,5,60,1,199482,60087,1
556,R,700000,700000,2,49,0,48593,105069,1
557,R,1000000,1000000,1,65,1,16720,35640,1
558,R,1000000,1000000,8,69,0,56167,17502,1
